x_east_m,y_north_m,lon,lat,dist_plaza_m,rumbo_deg,hora_local_junio,alt_sol_junio_deg,hora_local_diciembre,alt_sol_diciembre_deg
768.466276,188.533684,-74.069177,4.599756,791.255564,76.215452,07:10:30,18.406169,07:40:00,22.046957
